test_id	gene	SGCore_FPKM	Total_FPKM	Fold change	Localization	test_stat	p_value	q_value	significant	Number of RNA molecules in SGs per cell	Number of RNA molecules in cell	Fraction of RNA molecules in SGs	Translation efficiency	Transcript length	5'UTR length	3'UTR length	CDS length	GC content	Mito
ENSG00000148773	MKI67	218.454	47.652	4.584	enriched	-5.24851	0.00005	0.000236361	yes	20.053	37.286	0.538	0.512183581736456	12678	286	2530	9771	43.51	Tnon_mito
ENSG00000155438	MKI67IP	68.667	85.080	0.807	Neither	0.902045	0.1193	0.238989	no	6.303	66.573	0.095	0.744780305391088	1734	192	376	882	43.01	#N/A
ENSG00000125863	MKKS	3.232	10.327	0.313	depleted	6.09411	0.00005	0.000236361	yes	0.297	8.080	0.037	0.0865139949109415	6714	416	214	1713	38.18	Tnon_mito
ENSG00000196588	MKL1	30.965	24.682	1.255	Neither	-0.496528	0.3838	0.540734	no	2.842	19.313	0.147	1.20512820512821	4505	1244	#N/A	2901	43.58	Tnon_mito
ENSG00000186260	MKL2	35.793	10.417	3.436	enriched	-2.88309	0.00005	0.000236361	yes	3.286	8.151	0.403	1.09147609147609	8799	197	#N/A	3300	38.53	Tnon_mito
ENSG00000128585	MKLN1	13.684	11.502	1.190	Neither	-0.54118	0.3499	0.507374	no	1.256	9.000	0.140	1.07178841309824	11156	151	115	2208	39.28	Tnon_mito
ENSG00000079277	MKNK1	1.763	1.919	0.919	Neither	0.137179	0.80405	0.874488	no	0.162	1.501	0.108	0.959905660377359	3408	167	20	1398	48.24	Tnon_mito
ENSG00000099875	MKNK2	33.914	26.832	1.264	Neither	-0.813938	0.1527	0.28593	no	3.113	20.995	0.148	0.63125	4093	148	#N/A	1398	64.23	Tnon_mito
ENSG00000133606	MKRN1	24.843	16.846	1.475	Neither	-1.44592	0.0127	0.0362826	yes	2.280	13.182	0.173	0.851313583007267	3467	521	11	1449	45.78	Tnon_mito
ENSG00000075975	MKRN2	10.533	15.210	0.693	Neither	0.956608	0.09925	0.206894	no	0.967	11.901	0.081	0.761512027491409	2848	136	#N/A	1251	45.18	Tnon_mito
ENSG00000179455	MKRN3	7.154	7.045	1.016	Neither	-0.0554646	0.9201	0.9473	no	0.657	5.512	0.119	#N/A	2740	104	927	1524	40.99	Tnon_mito
ENSG00000011143	MKS1	12.105	13.767	0.879	Neither	0.588344	0.3052	0.461396	no	1.111	10.772	0.103	0.920212765957447	2397	93	#N/A	1680	47.46	Tnon_mito
ENSG00000150051	MKX	1.912	1.965	0.973	Neither	0.0973293	0.85885	0.909568	no	0.175	1.537	0.114	0	3846	353	2353	1059	40.22	Tnon_mito
ENSG00000110917	MLEC	148.066	98.739	1.500	Neither	-1.35968	0.0175	0.0479269	yes	13.592	77.260	0.176	0.741116751269036	6626	427	134	879	47.71	Tnon_mito
ENSG00000178053	MLF1	8.651	21.860	0.396	depleted	4.46957	0.00005	0.000236361	yes	0.794	17.104	0.046	0.612704918032787	3048	273	1257	900	37.51	Tnon_mito
ENSG00000151725	MLF1IP	11.575	22.944	0.504	Neither	3.53699	0.00005	0.000236361	yes	1.063	17.953	0.059	0.833333333333333	1998	116	117	1257	40.02	#N/A
ENSG00000089693	MLF2	83.950	201.326	0.417	depleted	3.68262	0.00005	0.000236361	yes	7.706	157.532	0.049	2.14497920380273	1969	616	24	747	52.27	Tnon_mito
ENSG00000076242	MLH1	94.081	74.818	1.257	Neither	-0.587646	0.29615	0.452352	no	8.636	58.543	0.148	#N/A	2752	313	#N/A	2271	41.89	Tnon_mito
ENSG00000119684	MLH3	6.108	4.285	1.425	Neither	-1.15004	0.05025	0.1178	no	0.561	3.353	0.167	2.26382978723404	7896	171	#N/A	4362	41.37	Tnon_mito
ENSG00000168404	MLKL	3.148	4.404	0.715	Neither	1.06704	0.0661	0.147968	no	0.289	3.446	0.084	#N/A	3882	461	106	1416	45.73	Tnon_mito
ENSG00000130382	MLLT1	30.676	9.691	3.166	enriched	-7.54728	0.00005	0.000236361	yes	2.816	7.583	0.371	2.49598393574297	4507	163	2662	1680	55.57	Tnon_mito
ENSG00000078403	MLLT10	28.144	24.102	1.168	Neither	-0.228083	0.598	0.724495	no	2.583	18.859	0.137	0.397800183318057	5126	355	1646	3207	39.77	Tnon_mito
ENSG00000213190	MLLT11	3.700	7.663	0.483	depleted	2.42494	0.00005	0.000236361	yes	0.340	5.996	0.057	#N/A	4075	2795	999	273	46.4	Tnon_mito
ENSG00000171843	MLLT3	1.631	1.709	0.955	Neither	0.185598	0.7289	0.822704	no	0.150	1.337	0.112	0.426219126029132	6772	704	36	1707	37.12	Tnon_mito
ENSG00000130396	MLLT4	151.195	33.167	4.559	enriched	-6.43027	0.00005	0.000236361	yes	13.879	25.952	0.535	0.391522587841606	7593	297	154	5505	38.79	Tnon_mito
ENSG00000115648	MLPH	1.935	1.394	1.388	Neither	-0.995321	0.0645	0.144875	no	0.178	1.091	0.163	#N/A	3823	329	#N/A	1803	51.32	Tnon_mito
ENSG00000167965	MLST8	21.349	30.980	0.689	Neither	1.84512	0.0022	0.00765145	yes	1.960	24.241	0.081	0.994949494949495	2116	335	518	984	61.98	Tnon_mito
ENSG00000091436	MLTK	50.205	24.172	2.077	enriched	-3.39521	0.00005	0.000236361	yes	4.608	18.914	0.244	#N/A	7179	235	32	2403	38.91	#N/A
ENSG00000108788	MLX	9.081	19.614	0.463	depleted	3.50737	0.00005	0.000236361	yes	0.834	15.347	0.054	2.23465703971119	2586	56	1635	897	52.95	Tnon_mito
ENSG00000175727	MLXIP	55.190	16.028	3.443	enriched	-1.42617	0.00095	0.00357579	yes	5.066	12.542	0.404	0.944794952681388	8427	1346	#N/A	2760	50.38	Tpossible_mito
ENSG00000139428	MMAB	6.911	15.150	0.456	depleted	2.39392	0.00035	0.0014418	yes	0.634	11.855	0.054	0.900606060606061	4438	393	#N/A	753	52.27	Tmito
ENSG00000132763	MMACHC	5.168	6.060	0.853	Neither	0.186838	0.67035	0.779473	no	0.474	4.742	0.100	1.57620817843866	5296	279	536	849	47.99	Tmito
ENSG00000168288	MMADHC	18.469	77.676	0.238	depleted	9.46262	0.00005	0.000236361	yes	1.695	60.779	0.028	0.809799662080618	1726	504	301	993	35.15	Tmito
ENSG00000108960	MMD	10.903	12.371	0.881	Neither	0.517335	0.364	0.521344	no	1.001	9.680	0.103	0.397959183673469	2735	296	#N/A	717	41.06	Tnon_mito
ENSG00000157227	MMP14	40.012	23.709	1.688	Neither	-2.5232	0.0001	0.000452612	yes	3.673	18.552	0.198	#N/A	3732	260	1721	1749	57.23	Tnon_mito
ENSG00000102996	MMP15	2.271	1.935	1.174	Neither	-0.741942	0.12015	0.240119	no	0.208	1.514	0.138	2.65625	4250	784	1454	2010	59.51	Tnon_mito
ENSG00000156103	MMP16	22.377	11.784	1.899	Neither	-2.17991	0.0002	0.000861904	yes	2.054	9.221	0.223	0.0119760479041916	11558	281	9451	1824	35.15	Tnon_mito
ENSG00000198598	MMP17	2.017	1.758	1.147	Neither	-0.320999	0.5444	0.682327	no	0.185	1.376	0.135	#N/A	2411	602	#N/A	1812	61.93	Tnon_mito
ENSG00000123342	MMP19	3.329	5.645	0.590	Neither	0.38726	0.176	0.317306	no	0.306	4.417	0.069	#N/A	3840	135	82	1527	51.02	Tnon_mito
ENSG00000087245	MMP2	67.566	47.037	1.436	Neither	-1.60743	0.0062	0.0192102	yes	6.202	36.805	0.169	#N/A	3741	508	237	1983	45.67	Tpossible_mito
ENSG00000125966	MMP24	4.456	4.957	0.899	Neither	0.300415	0.5837	0.713807	no	0.409	3.879	0.105	#N/A	4414	84	2390	1938	49.16	Tnon_mito
ENSG00000126005	MMP24-AS1	4.079	3.857	1.057	Neither	-0.0511581	0.9051	0.937637	no	0.374	3.018	0.124	#N/A	1542	120	323	216	47.16	#N/A
ENSG00000100985	MMP9	13.810	21.690	0.637	Neither	3.02511	0.00005	0.000236361	yes	1.268	16.972	0.075	#N/A	2336	18	192	2124	56.94	Tnon_mito
ENSG00000155229	MMS19	54.272	32.314	1.679	Neither	-2.5678	0.00005	0.000236361	yes	4.982	25.285	0.197	0.842857142857143	3797	335	#N/A	3093	44.91	Tnon_mito
ENSG00000146263	MMS22L	18.468	16.808	1.099	Neither	-0.355033	0.5358	0.675375	no	1.695	13.151	0.129	0.487418452935694	8643	189	#N/A	3732	35.58	Tnon_mito
ENSG00000169184	MN1	13.627	1.824	7.473	enriched	-7.02575	0.00005	0.000236361	yes	1.251	1.427	0.877	#N/A	7556	954	#N/A	3963	52.09	Tnon_mito
ENSG00000020426	MNAT1	35.753	79.044	0.452	depleted	1.88452	0.0012	0.00443471	yes	3.282	61.850	0.053	0.566666666666667	2635	100	93	930	36.62	Tnon_mito
ENSG00000121211	MND1	8.888	11.547	0.770	Neither	1.01294	0.07845	0.170527	no	0.816	9.035	0.090	0.966463414634146	968	153	260	618	39.03	Tnon_mito
ENSG00000138587	MNS1	2.189	2.228	0.983	Neither	0.0642676	0.9069	0.938924	no	0.201	1.744	0.115	3.60344827586207	2023	164	369	1488	35.19	Tnon_mito
ENSG00000070444	MNT	9.900	4.293	2.306	enriched	-2.40156	0.00005	0.000236361	yes	0.909	3.359	0.271	2.33707865168539	4996	405	111	1749	61.67	Tnon_mito
ENSG00000165943	MOAP1	1.873	3.234	0.579	Neither	3.03516	0.00005	0.000236361	yes	0.172	2.530	0.068	1.46238244514107	2529	364	#N/A	1056	51.56	Tnon_mito
ENSG00000114978	MOB1A	40.863	89.201	0.458	depleted	3.58069	0.00005	0.000236361	yes	3.751	69.798	0.054	1.01624015748032	4885	193	4039	651	41.02	Tnon_mito
ENSG00000173542	MOB1B	8.938	4.828	1.851	Neither	-2.2234	0.00025	0.00105484	yes	0.820	3.778	0.217	3.72727272727273	6963	224	6110	666	40.16	Tnon_mito
ENSG00000182208	MOB2	5.714	8.783	0.651	Neither	1.91195	0.00085	0.00323074	yes	0.525	6.873	0.076	0.0142857142857143	3174	189	209	807	54.17	Tnon_mito
ENSG00000172081	MOB3A	13.211	12.564	1.051	Neither	-0.185841	0.7483	0.835643	no	1.213	9.831	0.123	#N/A	3391	292	257	654	55.7	Tnon_mito
ENSG00000120162	MOB3B	1.173	1.499	0.782	Neither	0.704116	0.21515	0.363363	no	0.108	1.173	0.092	#N/A	6454	226	5377	651	41.88	Tnon_mito
ENSG00000142961	MOB3C	2.637	3.368	0.783	Neither	0.874452	0.12865	0.251837	no	0.242	2.635	0.092	#N/A	5725	3143	1929	807	54.42	Tnon_mito
ENSG00000115540	MOB4	2.604	7.975	0.327	Neither	1.2497	0.02355	0.0619136	no	0.239	6.240	0.038	#N/A	3986	254	#N/A	678	40.5	Tnon_mito
ENSG00000075643	MOCOS	3.955	2.616	1.512	Neither	-0.915488	0.1088	0.222624	no	0.363	2.047	0.177	0.284090909090909	6160	20	3471	2667	42.76	Tpossible_mito
ENSG00000124615	MOCS1	5.066	5.857	0.865	Neither	0.525147	0.34775	0.505041	no	0.465	4.583	0.101	0.646017699115044	4256	202	#N/A	1911	50.32	Tmito
ENSG00000164172	MOCS2	10.237	22.471	0.456	depleted	4.73416	0.00005	0.000236361	yes	0.940	17.583	0.053	0.542657342657343	3568	508	17	567	38.21	Tnon_mito
ENSG00000124217	MOCS3	5.136	7.213	0.712	Neither	2.17235	0.0003	0.00124724	yes	0.471	5.644	0.084	1.43427230046948	5106	16	3705	1383	45.61	Tnon_mito
ENSG00000115275	MOGS	32.495	40.645	0.799	Neither	1.37457	0.01345	0.0381101	yes	2.983	31.803	0.094	0.687677455990914	2895	162	#N/A	2514	57.9	Tnon_mito
ENSG00000080823	MOK	10.520	12.944	0.813	Neither	0.188346	0.56035	0.695336	no	0.966	10.129	0.095	0.332236842105263	3809	739	75	1260	46.51	Tnon_mito
ENSG00000164077	MON1A	8.371	9.108	0.919	Neither	0.431029	0.45055	0.601664	no	0.768	7.127	0.108	0.317275747508306	2527	564	140	1959	51.16	Tnon_mito
ENSG00000103111	MON1B	17.830	14.922	1.195	Neither	-0.777371	0.1799	0.32176	no	1.637	11.676	0.140	1.00983606557377	6091	544	4096	1644	49.31	Tnon_mito
ENSG00000061987	MON2	10.093	8.862	1.139	Neither	-0.417509	0.35065	0.508228	no	0.926	6.935	0.134	0.675941886234917	13275	390	#N/A	5154	36.21	Tnon_mito
ENSG00000133422	MORC2	30.599	10.280	2.977	enriched	-3.92123	0.00005	0.000236361	yes	2.809	8.044	0.349	1.60985797827903	5181	1135	191	3099	45.11	Tnon_mito
ENSG00000159256	MORC3	20.492	4.161	4.925	enriched	-4.75959	0.00005	0.000236361	yes	1.881	3.256	0.578	0.541218637992832	4246	75	88	2820	42.3	Tnon_mito
ENSG00000133131	MORC4	6.030	3.793	1.590	Neither	-2.42862	0.00005	0.000236361	yes	0.554	2.968	0.186	0.0092459748126893	3834	274	127	2814	39.77	Tnon_mito
ENSG00000185787	MORF4L1	15.517	42.581	0.364	depleted	4.29389	0.00005	0.000236361	yes	1.424	33.318	0.043	0.814236111111111	2359	554	662	1089	45.4	Tnon_mito
ENSG00000123562	MORF4L2	46.038	134.462	0.342	depleted	5.61698	0.00005	0.000236361	yes	4.226	105.213	0.040	0.4077818841085	1983	187	#N/A	867	39.39	Tnon_mito
ENSG00000116151	MORN1	5.624	4.572	1.230	Neither	-0.702792	0.23055	0.380428	no	0.516	3.578	0.144	0.901554404145078	4764	173	223	1494	57.29	Tnon_mito
ENSG00000188010	MORN2	1.816	7.646	0.238	depleted	4.37804	0.00005	0.000236361	yes	0.167	5.983	0.028	0.256198347107438	919	220	165	240	39.59	Tnon_mito
ENSG00000171160	MORN4	3.163	3.624	0.873	Neither	0.206698	0.65545	0.76842	no	0.290	2.836	0.102	0.82258064516129	2315	153	102	441	46.51	Tnon_mito
ENSG00000101928	MOSPD1	1.757	4.846	0.362	depleted	4.01308	0.00005	0.000236361	yes	0.161	3.792	0.043	0.589235127478753	2364	100	37	645	40.84	Tnon_mito
ENSG00000130150	MOSPD2	3.509	1.556	2.256	enriched	-2.19953	0.00035	0.0014418	yes	0.322	1.217	0.265	1.56494845360825	4163	87	334	1557	36.08	Tnon_mito
ENSG00000106330	MOSPD3	4.115	8.633	0.477	depleted	3.33503	0.00005	0.000236361	yes	0.378	6.755	0.056	#N/A	1191	281	142	708	57.23	Tnon_mito
ENSG00000155363	MOV10	39.254	48.516	0.809	Neither	0.521251	0.36055	0.517785	no	3.603	37.963	0.095	1.1928338762215	4689	637	238	3012	48.61	Tnon_mito
ENSG00000079931	MOXD1	2.857	4.013	0.712	Neither	1.21645	0.0454	0.108313	no	0.262	3.140	0.084	0.856459330143541	3059	227	1793	1842	37.08	Tnon_mito
ENSG00000060762	MPC1	1.850	8.497	0.218	depleted	6.25945	0.00005	0.000236361	yes	0.170	6.649	0.026	0.795744680851064	1192	218	509	330	38.93	Tmito
ENSG00000143158	MPC2	4.761	21.125	0.225	depleted	2.66149	0.0019	0.00670706	yes	0.437	16.530	0.026	0.937386569872958	2177	272	#N/A	384	37.87	Tmito
ENSG00000129255	MPDU1	31.813	40.760	0.780	Neither	0.411487	0.4216	0.575438	no	2.920	31.893	0.092	1.2085635359116	1645	333	316	744	56.21	Tpossible_mito
ENSG00000107186	MPDZ	2.751	1.217	2.261	enriched	-1.82475	0.0012	0.00443471	yes	0.253	0.952	0.265	0.51045104510451	7722	190	65	6255	35.81	Tnon_mito
ENSG00000103152	MPG	13.609	29.246	0.465	depleted	2.4693	0.00045	0.00181548	yes	1.249	22.885	0.055	1.03135888501742	1205	246	75	897	61.91	Tpossible_mito
ENSG00000124383	MPHOSPH10	18.252	13.061	1.397	Neither	-1.57424	0.0066	0.0203347	yes	1.675	10.220	0.164	0.585193889541716	2484	351	85	2046	40.5	Tnon_mito
ENSG00000135698	MPHOSPH6	12.668	23.031	0.550	Neither	3.04353	0.00005	0.000236361	yes	1.163	18.021	0.065	0.742980561555076	1103	102	201	483	40.61	Tnon_mito
ENSG00000196199	MPHOSPH8	5.876	3.454	1.701	Neither	-1.83056	0.0021	0.00734519	yes	0.539	2.703	0.200	0.267937219730942	4235	67	1583	2583	43.3	Tnon_mito
ENSG00000051825	MPHOSPH9	65.771	42.170	1.560	Neither	-1.3242	0.02915	0.0742592	no	6.037	32.997	0.183	0.141094661283087	6351	161	#N/A	3552	42.99	Tnon_mito
ENSG00000178802	MPI	11.645	13.805	0.844	Neither	0.664543	0.2491	0.401269	no	1.069	10.802	0.099	0.631442182763101	5828	498	4488	1272	51.86	Tnon_mito
ENSG00000168303	MPLKIP	0.746	2.039	0.366	depleted	6.0559	0.00005	0.000236361	yes	0.068	1.596	0.043	1.9228855721393	7668	91	7035	540	40.64	Tnon_mito
ENSG00000008382	MPND	2.815	3.607	0.780	Neither	0.589639	0.29565	0.451938	no	0.258	2.823	0.092	0.594736842105263	1611	66	83	1512	55.95	Tnon_mito
ENSG00000108852	MPP2	6.889	6.217	1.108	Neither	-0.39909	0.46375	0.613733	no	0.632	4.864	0.130	1.48012232415902	4938	729	#N/A	1794	52.29	Tnon_mito
ENSG00000161647	MPP3	13.448	21.646	0.621	Neither	1.70381	0.00335	0.0111087	yes	1.234	16.937	0.073	0.162079510703364	2996	260	71	1833	48.95	Tnon_mito
ENSG00000072415	MPP5	57.717	44.530	1.296	Neither	-0.57489	0.1289	0.252091	no	5.298	34.843	0.152	0.445894090560246	5552	424	2862	2028	37.63	Tnon_mito
ENSG00000105926	MPP6	25.332	28.743	0.881	Neither	0.567366	0.28455	0.440072	no	2.325	22.490	0.103	0.422454308093995	8452	325	6578	1623	35.88	Tnon_mito
ENSG00000150054	MPP7	8.056	9.883	0.815	Neither	1.0377	0.0682	0.151806	no	0.739	7.733	0.096	2.58992805755396	5080	132	66	1731	38.78	Tnon_mito
ENSG00000154889	MPPE1	4.158	6.413	0.648	Neither	0.700022	0.2746	0.429369	no	0.382	5.018	0.076	0.434782608695652	4236	1022	197	1191	45.88	Tnon_mito
ENSG00000133030	MPRIP	267.961	75.022	3.572	enriched	-3.62497	0.00005	0.000236361	yes	24.597	58.703	0.419	0.0872715816005041	10960	88	#N/A	5384	51.29	Tnon_mito
ENSG00000128309	MPST	15.619	54.847	0.285	depleted	7.46596	0.00005	0.000236361	yes	1.434	42.916	0.033	1.32352941176471	5872	890	286	954	55.28	Tmito
ENSG00000115204	MPV17	19.848	43.801	0.453	depleted	4.67082	0.00005	0.000236361	yes	1.822	34.273	0.053	1.06827309236948	2315	1229	364	576	50.33	Tmito
ENSG00000254858	MPV17L2	3.387	5.676	0.597	Neither	2.78151	0.00005	0.000236361	yes	0.311	4.441	0.070	2.6421568627451	1941	99	686	621	59.62	Tmito
ENSG00000197965	MPZL1	24.591	47.567	0.517	Neither	3.36601	0.00005	0.000236361	yes	2.257	37.220	0.061	1.12285456187895	5010	201	2897	810	41.24	Tnon_mito
ENSG00000153029	MR1	1.075	1.006	1.068	Neither	-0.203662	0.7179	0.815215	no	0.099	0.787	0.125	1.43421052631579	7860	120	257	1026	46.07	Tnon_mito
ENSG00000158186	MRAS	45.637	34.983	1.305	Neither	-0.746356	0.1947	0.339161	no	4.189	27.373	0.153	0.404761904761905	4538	677	3263	627	48.52	Tnon_mito
ENSG00000011028	MRC2	71.483	61.854	1.156	Neither	-0.565062	0.222	0.371375	no	6.562	48.399	0.136	1.43617021276596	5988	479	#N/A	4440	52.24	Tnon_mito
ENSG00000020922	MRE11A	8.790	10.437	0.842	Neither	0.51532	0.31855	0.475308	no	0.807	8.167	0.099	0.590368271954674	6897	235	#N/A	2136	37.31	Tnon_mito
ENSG00000118242	MREG	1.626	2.040	0.797	Neither	0.572312	0.3008	0.456825	no	0.149	1.596	0.094	0.373860182370821	2618	295	#N/A	645	42.57	Tnon_mito
ENSG00000179010	MRFAP1	19.807	37.522	0.528	Neither	3.88668	0.00005	0.000236361	yes	1.818	29.360	0.062	1.65262550490479	2112	771	1015	384	53.11	Tnon_mito
ENSG00000178988	MRFAP1L1	12.699	17.609	0.721	Neither	2.18413	0.00015	0.000660424	yes	1.166	13.778	0.085	1.55501618122977	2127	250	14	384	44.91	Tnon_mito
ENSG00000101189	MRGBP	43.070	42.644	1.010	Neither	-0.0709312	0.90215	0.93585	no	3.954	33.368	0.118	0.358558558558559	2781	70	2094	615	59.23	Tnon_mito
ENSG00000037757	MRI1	3.365	7.504	0.448	depleted	2.20505	0.00025	0.00105484	yes	0.309	5.872	0.053	0.880851063829787	3027	56	2000	1110	52.16	Tnon_mito
ENSG00000179832	MROH1	7.303	7.029	1.039	Neither	-0.217209	0.7055	0.806071	no	0.670	5.500	0.122	0.443850267379679	5832	304	199	4926	53.17	Tnon_mito
ENSG00000204839	MROH6	19.250	8.287	2.323	enriched	-2.35356	0.00005	0.000236361	yes	1.767	6.484	0.272	#N/A	3469	335	#N/A	2160	67.13	Tnon_mito
ENSG00000173141	MRP63	3.396	8.261	0.411	depleted	5.47485	0.00005	0.000236361	yes	0.312	6.464	0.048	2.1235632183908	2246	72	#N/A	309	50	#N/A
ENSG00000169288	MRPL1	9.729	25.971	0.375	depleted	3.07216	0.00005	0.000236361	yes	0.893	20.321	0.044	0.499119201409278	1490	328	182	978	37.82	Tmito
ENSG00000159111	MRPL10	31.440	49.993	0.629	Neither	2.31558	0.0001	0.000452612	yes	2.886	39.118	0.074	2.65314401622718	2013	452	#N/A	816	49.17	Tmito
ENSG00000174547	MRPL11	23.819	64.515	0.369	depleted	6.57349	0.00005	0.000236361	yes	2.186	50.482	0.043	0.635073779795687	2209	93	76	579	48.04	Tmito
ENSG00000262814	MRPL12	9.516	20.207	0.471	depleted	1.60401	0.00385	0.0125846	yes	0.873	15.812	0.055	#N/A	1028	144	#N/A	597	57.67	Tmito
ENSG00000172172	MRPL13	9.038	41.227	0.219	depleted	5.51985	0.00005	0.000236361	yes	0.830	32.259	0.026	1.12925170068027	2367	307	#N/A	537	35.86	Tmito
ENSG00000180992	MRPL14	13.657	78.404	0.174	depleted	6.96961	0.00005	0.000236361	yes	1.254	61.349	0.020	2.32912621359223	959	113	#N/A	438	46.16	Tmito
ENSG00000137547	MRPL15	18.686	37.591	0.497	depleted	3.5915	0.00005	0.000236361	yes	1.715	29.414	0.058	0.758301158301158	1147	73	#N/A	891	43.26	Tmito
ENSG00000166902	MRPL16	7.909	16.962	0.466	depleted	4.07039	0.00005	0.000236361	yes	0.726	13.273	0.055	1.03426017874876	1182	213	#N/A	756	44.6	Tmito
ENSG00000158042	MRPL17	29.017	85.701	0.339	depleted	5.3581	0.00005	0.000236361	yes	2.664	67.058	0.040	1.24298375184638	1969	104	#N/A	528	48.63	Tmito
ENSG00000112110	MRPL18	28.049	73.027	0.384	depleted	6.4417	0.00005	0.000236361	yes	2.575	57.141	0.045	0.664033457249071	1075	121	312	543	43.85	Tmito
ENSG00000115364	MRPL19	21.847	40.832	0.535	Neither	2.54477	0.00005	0.000236361	yes	2.005	31.950	0.063	0.715413771320278	3479	240	125	879	36.97	Tmito
ENSG00000112651	MRPL2	16.702	38.607	0.433	depleted	1.81949	0.0065	0.020056	yes	1.533	30.209	0.051	2.52884615384615	1588	424	#N/A	918	49.64	Tmito
ENSG00000242485	MRPL20	44.273	65.855	0.672	Neither	1.65284	0.0078	0.0236107	yes	4.064	51.530	0.079	1.89792147806005	1693	95	507	468	53.09	Tmito
ENSG00000197345	MRPL21	11.842	71.894	0.165	depleted	11.1332	0.00005	0.000236361	yes	1.087	56.255	0.019	0.830818965517241	2283	85	#N/A	618	50.69	Tmito
ENSG00000082515	MRPL22	9.070	26.962	0.336	depleted	5.54176	0.00005	0.000236361	yes	0.833	21.097	0.039	2.30634774609016	3176	48	#N/A	699	38.83	Tmito
ENSG00000214026	MRPL23	12.637	48.388	0.261	depleted	7.90048	0.00005	0.000236361	yes	1.160	37.862	0.031	1.11166666666667	919	84	5	576	62.94	Tmito
ENSG00000143314	MRPL24	18.170	36.669	0.496	depleted	4.34582	0.00005	0.000236361	yes	1.668	28.693	0.058	1.1	990	410	92	651	48.93	Tmito
ENSG00000108826	MRPL27	15.351	58.703	0.262	depleted	8.29897	0.00005	0.000236361	yes	1.409	45.933	0.031	2.14285714285714	2441	257	#N/A	447	47.14	Tmito
ENSG00000086504	MRPL28	27.754	63.160	0.439	depleted	5.26333	0.00005	0.000236361	yes	2.548	49.421	0.052	3.18834080717489	2229	148	61	771	64.85	Tmito
ENSG00000114686	MRPL3	80.542	91.908	0.876	Neither	0.702934	0.2132	0.361013	no	7.393	71.915	0.103	0.985601919744034	1706	184	166	1128	35.94	Tmito
ENSG00000185414	MRPL30	5.029	17.295	0.291	Neither	1.21516	0.0748	0.163979	no	0.462	13.533	0.034	1.30461811722913	2605	170	#N/A	486	40.26	Tmito
ENSG00000273155	MRPL30	0.745	2.271	0.328	Neither	0.416122	0.57595	0.708004	no	0.068	1.777	0.038	1.30461811722913	669	125	#N/A	396	40	Tmito
ENSG00000106591	MRPL32	20.281	58.364	0.347	depleted	3.95323	0.00005	0.000236361	yes	1.862	45.669	0.041	1.60475825019187	2734	186	#N/A	567	40.85	Tmito
ENSG00000243147	MRPL33	16.124	83.628	0.193	depleted	4.99129	0.00005	0.000236361	yes	1.480	65.437	0.023	1.10280373831776	729	60	94	210	39.12	Tmito
ENSG00000130312	MRPL34	5.647	17.492	0.323	depleted	2.06752	0.00365	0.0120275	yes	0.518	13.687	0.038	2.29347826086957	968	224	275	555	54.25	Tmito
ENSG00000132313	MRPL35	19.089	34.525	0.553	Neither	2.8644	0.00005	0.000236361	yes	1.752	27.015	0.065	0.806748466257669	3727	135	88	567	40.87	Tmito
ENSG00000171421	MRPL36	8.958	29.516	0.303	depleted	6.77417	0.00005	0.000236361	yes	0.822	23.095	0.036	2.3622641509434	793	673	233	312	55.79	Tmito
ENSG00000116221	MRPL37	21.475	44.823	0.479	depleted	3.70303	0.00005	0.000236361	yes	1.971	35.073	0.056	0.823373676248109	1582	167	#N/A	1452	48.9	Tmito
ENSG00000204316	MRPL38	39.369	96.507	0.408	depleted	4.09076	0.00005	0.000236361	yes	3.614	75.514	0.048	1.1423658872077	1888	537	206	1143	57.66	Tmito
ENSG00000154719	MRPL39	9.828	21.666	0.454	depleted	4.93	0.00005	0.000236361	yes	0.902	16.953	0.053	1.57219512195122	1199	41	50	1062	37.94	Tmito
ENSG00000105364	MRPL4	18.533	47.213	0.393	depleted	5.947	0.00005	0.000236361	yes	1.701	36.943	0.046	4.19842829076621	1620	286	231	1074	56.13	Tmito
ENSG00000185608	MRPL40	13.876	40.843	0.340	depleted	2.31368	0.00065	0.00253947	yes	1.274	31.959	0.040	1.59690721649485	1387	652	112	621	51.63	Tmito
ENSG00000182154	MRPL41	6.133	28.990	0.212	depleted	9.70322	0.00005	0.000236361	yes	0.563	22.683	0.025	1.69702602230483	1262	779	#N/A	414	72.44	Tmito
ENSG00000198015	MRPL42	10.372	39.880	0.260	depleted	7.12472	0.00005	0.000236361	yes	0.952	31.205	0.031	1.73247927656368	15582	96	158	468	39.33	Tmito
ENSG00000055950	MRPL43	17.943	52.093	0.344	depleted	3.55045	0.00005	0.000236361	yes	1.647	40.761	0.040	4.80232558139535	2134	71	46	786	53.18	Tmito
ENSG00000135900	MRPL44	6.813	11.872	0.574	Neither	3.53037	0.00005	0.000236361	yes	0.625	9.289	0.067	1.68910741301059	1748	68	679	999	37.45	Tmito
ENSG00000259494	MRPL46	9.159	19.138	0.479	depleted	2.68333	0.00005	0.000236361	yes	0.841	14.975	0.056	0.760948905109489	5561	41	478	840	41.02	Tmito
ENSG00000136522	MRPL47	12.789	47.674	0.268	depleted	4.24728	0.00005	0.000236361	yes	1.174	37.304	0.031	1.0609613130129	1370	122	#N/A	753	38.56	Tmito
