Significant	-LOG(P-value)'	Difference	Number	Checked	Protein-FDR-Confidence-Combined	Master	Accession	Gene-Name	Exp.-q-value-Combined	Sum-PEP-Score	Coverage	Num-Peptides	Num-PSMs	Num-Unique-Peptides	Num-AAs	MW	pI	Score-Mascot	Num-Peptides-Mascot	Num-Protein-Pathway-Groups	Num-Razor-Peptides	Num-Protein-Groups	Contaminant	Abundances-126	Abundances-127N	Abundances-127C	Abundances-128N	Abundances-128C	Abundances-129N	Abundances-129C	Abundances-130N	Abundances-130C	Abundances-131
	1.068846848	-0.219547462	6413	FALSE	High	Master Protein	P12882	MYH1	0.025	2.548	3	6	7	3	1939	223	5.74	NA	6	4	1	1	TRUE	6.9331007	6.844234943	7.037821293	7.327328205	6.692092419	6.642412663	6.692092419	6.821455002	6.776103973	6.804776192
	0	NaN	1882	FALSE	High	Master Protein	P35580	MYH10	NA	38.011	11	18	25	6	1976	228.9	5.54	129	18	18	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	1655	FALSE	High	Master Protein	P35749	MYH11	NA	42.547	9	16	28	4	1972	227.2	5.5	161	16	18	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	2875	FALSE	High	Master Protein	Q7Z406	MYH14	NA	23.979	7	14	27	8	1995	227.7	5.6	85	14	17	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6838	FALSE	High	Master Protein	Q9Y2K3	MYH15	0.067	1.686	2	4	4	4	1946	224.5	5.85	NA	4	4	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.362452882	-0.074003506	6726	FALSE	High	Master Protein	P11055	MYH3	0.055	1.861	3	4	5	3	1940	223.8	5.81	NA	4	7	NA	1	TRUE	7.069315434	7.29278183	7.44128418	7.466790199	7.538383007	7.276124477	7.236492634	7.343407631	7.199672222	7.382840157
	0	NaN	6328	FALSE	High	Master Protein	P13533	MYH6	0.018	2.769	3	5	6	3	1939	223.6	5.73	NA	5	14	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5962	FALSE	High	Master Protein	A7E2Y1	MYH7B	0.006	3.893	3	4	6	3	1983	225.7	6.09	NA	4	1	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6700	FALSE	High	Master Protein	P13535	MYH8	0.052	1.911	3	5	6	2	1937	222.6	5.74	NA	5	7	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.185405739	0.151217842	29	FALSE	High	Master Protein	P35579	MYH9	NA	295.765	41	74	130	60	1960	226.4	5.6	1195	74	23	10	1	TRUE	7.377644539	7.221103668	7.224966526	7.200653553	6.968090534	7.283551216	7.34607029	7.4170084	7.301038742	7.400879383
	1.325500686	0.533474922	3122	FALSE	High	Master Protein	O14950	MYL12B	NA	21.359	39	6	14	6	172	19.8	4.84	68	6	22	NA	1	TRUE	6.100136757	5.804776192	5.593951225	6.108524323	5.643856049	5.827818871	6.050937176	6.477353573	6.617650986	6.944858551
	0.111753088	0.018526936	1260	FALSE	High	Master Protein	P60660	MYL6	NA	51.988	60	8	33	7	151	16.9	4.65	290	8	19	2	1	TRUE	7.651051521	7.562242508	7.402585983	7.48381567	7.36981535	7.477353573	7.478971958	7.644577503	7.447909832	7.513332844
	0.002758525	0.00061655	3648	FALSE	High	Master Protein	P14649	MYL6B	NA	16.416	24	5	8	4	208	22.8	5.73	117	5	4	NA	1	TRUE	7.521207809	7.51884985	7.428779125	7.605109215	7.211401463	7.436295033	7.394891262	7.584210873	7.412781715	7.460251331
	1.284810485	0.190141773	3776	FALSE	High	Master Protein	Q9HD67	MYO10	NA	15.347	4	7	9	7	2058	237.2	6.21	34	7	8	NA	1	TRUE	7.098031998	7.019034863	6.91767025	6.754887581	6.785288811	7.167919636	6.985272884	7.128252029	6.994353294	7.249824524
	0.740072118	0.130900383	6730	FALSE	High	Master Protein	Q9UKN7	MYO15A	0.055	1.857	1	4	8	4	3530	395	9.17	NA	4	NA	NA	1	TRUE	7.570614815	7.398316383	7.227856636	7.168922901	7.080018044	7.432124138	7.394033909	7.465974331	7.360188484	7.447909832
	1.33025806	0.341577148	904	FALSE	High	Master Protein	Q92614	MYO18A	NA	65.184	16	27	29	27	2054	233	6.3	265	27	6	NA	1	TRUE	7.365447521	7.338068008	6.925999641	6.607330322	7.086401463	7.280770779	7.484621525	7.477353573	7.366322041	7.422064781
	0	NaN	5926	FALSE	High	Master Protein	Q8IUG5	MYO18B	0.005	4.041	1	4	6	3	2567	285	6.86	21	4	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.598638649	0.222034502	6219	FALSE	High	Master Protein	Q12965	MYO1E	0.016	3.046	4	2	2	1	1108	127	8.92	NA	2	1	NA	1	TRUE	3.877744198	3.88752532	3.744161129	3.523561954	3.185866594	3.432959318	3.935459852	4.145677567	3.797013044	4.017921925
	0	NaN	5788	FALSE	High	Master Protein	O00160	MYO1F	0.004	4.445	3	3	6	2	1098	124.8	9.11	NA	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.312698533	-0.08512516	6596	FALSE	High	Master Protein	Q8NEV4	MYO3A	0.041	2.093	2	4	5	4	1616	186.1	8.91	21	4	NA	NA	1	TRUE	8.411087036	8.463524818	8.543031693	8.669239044	8.026800156	8.214319229	8.260684013	8.457381248	8.386293411	8.369379044
	0	NaN	6432	FALSE	High	Master Protein	Q8WXR4	MYO3B	0.025	2.517	5	4	5	4	1341	151.7	8.15	NA	4	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5952	FALSE	High	Master Protein	Q9Y4I1	MYO5A	0.006	3.939	1	2	2	1	1855	215.3	8.48	NA	2	10	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6082	FALSE	High	Master Protein	Q9ULV0	MYO5B	0.009	3.501	3	4	4	3	1848	213.5	7.2	NA	4	3	1	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.13594823	-0.032849503	4203	FALSE	High	Master Protein	Q9UM54	MYO6	NA	12.355	4	4	5	4	1294	149.6	8.53	118	4	11	NA	1	TRUE	5.646738529	5.587965012	5.385430813	5.228818893	5.472487926	5.532940388	5.405992508	5.339849949	5.296457291	5.581953526
+	2.6393164	0.451420879	1424	FALSE	High	Master Protein	B2RTY4	MYO9A	NA	47.497	8	20	27	19	2548	292.5	8.88	143	20	3	NA	1	TRUE	4.620586395	4.754887581	4.465974331	4.240314484	4.426264763	4.97728014	5.031218529	4.827818871	4.832890034	5.095924377
	0.96942995	0.13398838	512	FALSE	High	Master Protein	Q13459	MYO9B	NA	91.73	18	31	44	30	2157	243.2	8.75	439	31	11	NA	1	TRUE	7.072534561	7.062855721	7.114783287	7.131342411	6.780047417	7.106431961	7.060696125	7.21819973	7.187847137	7.258330345
	0.788002313	0.314874268	5471	FALSE	High	Master Protein	Q8IZQ8	MYOCD	0.002	5.555	4	3	3	1	938	101.9	6.62	NA	3	1	NA	1	TRUE	5.504620552	5.73606348	4.867896557	4.638073921	5.251718998	5.557655334	5.498250961	5.566815376	5.581953526	5.368069649
	0	NaN	6402	FALSE	High	Master Protein	Q5VTT5	MYOM3	0.024	2.569	2	2	2	2	1437	162.1	6.23	NA	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.63205183	0.241603756	2229	FALSE	High	Master Protein	Q9UBF9	MYOT	NA	32.438	28	11	21	11	498	55.4	9.07	225	11	NA	NA	1	TRUE	6.127220631	6.024585724	5.67242527	5.944858551	6.022367954	6.21529007	6.108524323	6.195741177	6.336283207	6.143638134
+	2.337551189	0.450993156	6153	FALSE	High	Master Protein	Q9NP98	MYOZ1	0.012	3.266	13	2	2	2	299	31.7	8.88	16	2	NA	NA	1	TRUE	5.165912151	5.263034344	4.817623138	5.177917957	4.74953413	5.336283207	5.478971958	5.442943573	5.640967846	5.529820919
	0	NaN	7015	FALSE	High	Master Protein	Q96LU7	MYRFL	0.096	1.439	4	2	3	2	910	101.6	6.84	NA	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	4423	FALSE	High	Master Protein	Q8NFW9	MYRIP	NA	11.003	5	3	3	3	859	95.6	5.6	68	3	4	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6495	FALSE	High	Master Protein	Q5VVJ2	MYSM1	0.03	2.341	1	1	1	1	828	95	5.53	25	1	4	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6123	FALSE	High	Master Protein	Q08AG7	MZT1	0.011	3.38	28	2	2	2	82	8.5	4.78	NA	2	9	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5304	FALSE	High	Master Protein	Q6P582	MZT2A	0.002	6.26	18	3	6	1	158	16.2	9.64	72	3	9	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5577	FALSE	High	Master Protein	Q6NZ67	MZT2B	0.002	5.18	18	3	6	1	158	16.2	10.15	71	3	9	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.109197143	0.017890549	2435	FALSE	High	Master Protein	O75113	N4BP1	NA	29.496	16	11	13	11	896	100.3	5.36	67	11	NA	NA	1	TRUE	7.253611088	7.111657143	7.25266552	7.222070217	7.006746769	7.140573978	7.10956955	7.305605888	7.134426117	7.246027946
	0.608668913	0.123586273	2701	FALSE	High	Master Protein	Q86UW6	N4BP2	NA	25.887	5	8	9	7	1770	198.7	5.21	70	8	NA	NA	1	TRUE	5.281698227	5	4.857981205	5.053111553	4.935459614	5.129282951	4.902073383	5.29278183	5.244125843	5.177917957
	0	NaN	5519	FALSE	High	Master Protein	Q9Y5N5	N6AMT1	0.002	5.381	15	3	3	3	214	22.9	5.11	NA	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	2.11447192	0.249884701	2338	FALSE	High	Master Protein	P41227	NAA10	NA	30.914	57	10	28	8	235	26.4	5.64	197	10	NA	2	1	TRUE	7.887525082	7.848622799	7.603626251	7.696967602	7.652486324	7.869131088	7.927185535	8.092228889	7.966361046	8.083745003
	0	NaN	4236	FALSE	High	Master Protein	Q9BSU3	NAA11	NA	12.138	20	3	11	1	229	26	5.17	147	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.44592542	0.265760517	333	FALSE	High	Master Protein	Q9BXJ9	NAA15	NA	114.529	36	34	76	30	866	101.2	7.42	522	34	NA	3	1	TRUE	7.607330322	7.507794857	7.083213329	7.240314484	7.165912151	7.533719063	7.632995129	7.68369627	7.545350552	7.537606716
	0.5688691	-0.097484589	1338	FALSE	High	Master Protein	Q6N069	NAA16	NA	49.706	22	18	29	14	864	101.4	7.87	210	18	NA	NA	1	TRUE	6.562242508	6.692092419	6.988684654	6.955359459	6.769507408	6.686500549	6.701826096	6.74953413	6.636624813	6.705977917
	0	NaN	4814	FALSE	High	Master Protein	P61599	NAA20	NA	8.829	12	2	2	2	178	20.4	5.03	67	2	1	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.152133598	0.235517025	1131	FALSE	High	Master Protein	Q14CX7	NAA25	NA	55.734	22	19	26	19	972	112.2	6.64	233	19	NA	NA	1	TRUE	7.503825665	7.423746109	7.093813896	7.244125843	6.899659157	7.420381546	7.484621525	7.502234936	7.394033909	7.541483879
	0	NaN	3329	FALSE	High	Master Protein	Q147X3	NAA30	NA	19.374	22	5	5	5	362	39.3	5.52	115	5	5	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.296552436	0.281576633	1502	FALSE	High	Master Protein	Q5VZE5	NAA35	NA	45.576	19	14	21	14	725	83.6	7.05	172	14	4	NA	1	TRUE	7.246978283	7.269594193	6.862947464	7.113742352	6.643856049	7.263034344	7.255500793	7.373300076	7.297374725	7.355791569
	1.608771728	-0.154735851	4632	FALSE	High	Master Protein	Q9BRA0	NAA38	NA	9.866	32	3	5	3	125	13.5	5.53	36	3	4	NA	1	TRUE	7.818901539	7.87344408	7.921246052	7.993221283	7.67242527	7.715619087	7.653203487	7.731997967	7.681589603	7.723148823
	1.004616056	0.459727001	2047	FALSE	High	Master Protein	Q9GZZ1	NAA50	NA	35.406	44	9	20	9	169	19.4	8.81	91	9	1	NA	1	TRUE	8.564149857	8.467605591	7.203592777	7.954777718	8.021812439	8.408541679	8.38543129	8.598424911	8.486634254	8.631541252
	0.292430227	0.119290924	6135	FALSE	High	Master Protein	Q93015	NAA80	0.011	3.342	4	1	1	1	286	31.4	7.85	21	1	NA	NA	1	TRUE	6.769507408	6.708738804	6.116863728	5.875288486	6.364572525	6.520422459	6.409390926	6.491853237	6.442943573	6.566815376
	1.498137425	0.240592575	4110	FALSE	High	Master Protein	Q15742	NAB2	NA	13.014	14	5	6	5	525	56.6	6.96	39	5	NA	NA	1	TRUE	5.632268429	5.719730854	5.325530529	5.587965012	5.277984619	5.722465992	5.69766283	5.86046648	5.69766283	5.768184185
	0	NaN	6118	FALSE	High	Master Protein	Q9BQ15	NABP2	0.01	3.392	17	3	4	3	211	22.3	9.06	24	3	4	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.025586602	-0.005749607	1697	FALSE	High	Master Protein	E9PAV3	NACA	NA	41.657	6	8	32	7	2078	205.3	9.58	417	8	NA	1	1	TRUE	5.153805256	5.378511429	5.217230797	5.368069649	5.17392683	5.17392683	5.416164398	5.145677567	5.141596317	5.385430813
	1.562031963	0.14244194	5454	FALSE	High	Master Protein	Q9H009	NACA2	0.002	5.614	7	1	5	1	215	23.2	4.73	53	1	NA	NA	1	TRUE	8.098558426	8.067165375	7.806066036	7.999436378	7.923030376	8.108524323	8.121533394	8.138015747	8.122569084	8.115823746
	0	NaN	5671	FALSE	High	Master Protein	Q9BZK3	NACA4P	0.003	4.828	13	2	4	1	213	23.3	4.59	49	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6806	FALSE	High	Master Protein	O15069	NACAD	0.064	1.737	1	1	3	1	1562	161	4.23	36	1	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.712270837	0.258528233	1646	FALSE	High	Master Protein	Q96RE7	NACC1	NA	42.685	28	10	26	10	527	57.2	5.74	288	10	NA	NA	1	TRUE	6.930737495	6.87282896	6.515699863	6.851748943	6.707359314	6.915281773	7.006746769	7.113742352	6.962317467	7.17292738
	0	NaN	5693	FALSE	High	Master Protein	O95544	NADK	0.003	4.744	7	2	2	2	446	49.2	6.47	49	2	7	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.141571761	-0.040496159	1332	FALSE	High	Master Protein	Q4G0N4	NADK2	NA	49.891	38	12	21	12	442	49.4	8.18	233	12	6	NA	1	TRUE	7.224001884	7.322829723	7.277984619	6.900866985	7.012345314	7.063934326	6.837943077	7.217230797	7.235535622	7.180903912
+	1.725735201	-0.480855751	4163	FALSE	High	Master Protein	Q6IA69	NADSYN1	NA	12.557	12	7	7	7	706	79.2	6.44	43	7	8	NA	1	TRUE	6.155830383	6.350497246	6.710117817	6.646738529	5.902073383	6.02901125	5.733354568	5.880195618	5.725195885	5.993221283
	0.525827	0.140116501	1228	FALSE	High	Master Protein	Q13564	NAE1	NA	53.045	39	12	37	12	534	60.2	5.4	267	12	5	NA	1	TRUE	6.646738529	6.424586296	6.283551216	6.817623138	6.159871101	6.50620842	6.539158821	6.730639935	6.649615288	6.607330322
	0.177955202	0.067798853	4774	FALSE	High	Master Protein	Q96HR8	NAF1	NA	9.057	7	3	3	3	494	53.7	4.87	69	3	NA	NA	1	TRUE	3.378511667	3.392317533	3.263034344	3.66675663	3.153805256	3.035624027	3.392317533	3.786596298	3.572889566	3.40599227
	0	NaN	4208	FALSE	High	Master Protein	P17050	NAGA	NA	12.322	14	5	6	5	411	46.5	5.19	51	5	2	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.929104371	-0.126445961	1093	FALSE	High	Master Protein	Q9UJ70	NAGK	NA	57.37	43	11	21	11	344	37.4	6.24	336	11	8	NA	1	TRUE	6.110613823	6.08958292	5.990954876	6.316507816	6.116863728	5.902073383	5.963474274	6.137503624	5.899659157	6.08958292
+	2.36600527	0.321021366	2281	FALSE	High	Master Protein	P54802	NAGLU	NA	31.822	16	8	12	8	743	82.2	6.65	124	8	13	NA	1	TRUE	6.525129318	6.383704185	6.327328205	6.465974331	6.191799641	6.514122486	6.614709854	6.794415951	6.78398037	6.79181385
	0	NaN	6874	FALSE	High	Master Protein	Q13075	NAIP	0.074	1.625	1	2	3	2	1403	159.5	5.99	NA	2	4	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.209929758	0.052194118	936	FALSE	High	Master Protein	P43490	NAMPT	NA	63.344	50	20	38	20	491	55.5	7.15	191	20	14	NA	1	TRUE	6.470862389	6.400879383	6.159871101	6.203592777	5.9331007	6.388878345	6.193771839	6.29278183	6.257387638	6.296457291
	1.69518346	0.373161221	5438	FALSE	High	Master Protein	Q8TBE9	NANP	0.002	5.676	10	3	3	3	248	27.8	6.4	43	3	8	NA	1	TRUE	7.319220543	7.297374725	6.950701714	6.769507408	6.808642387	7.465974331	7.351380825	7.460251331	7.221103668	7.512542725
	0.048357323	0.013422394	903	FALSE	High	Master Protein	Q9NR45	NANS	NA	65.246	45	12	38	12	359	40.3	6.74	347	12	8	NA	1	TRUE	6.149746895	6.209453583	6.127220631	6.195741177	5.870364666	6.022367954	6.153805256	6.112699986	5.94016695	6.390598774
	0.697164824	0.143742275	678	FALSE	High	Master Protein	P55209	NAP1L1	NA	78.766	41	11	43	10	391	45.3	4.46	542	11	NA	NA	1	TRUE	7.813781261	7.753551006	7.612499714	7.719730854	7.280770779	7.679480076	7.718361855	7.908692837	7.760886192	7.831624031
	1.361862231	-0.090304565	4731	FALSE	High	Master Protein	Q9ULW6	NAP1L2	NA	9.254	6	2	4	2	460	52.5	4.49	57	2	NA	NA	1	TRUE	5.855491638	5.778734207	5.722465992	5.73606348	5.802193165	5.649615288	5.733354568	5.762880325	5.599912643	5.69766283
	0	NaN	5613	FALSE	High	Master Protein	Q99457	NAP1L3	0.002	5.065	4	2	2	2	506	57.6	5.08	28	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.421833416	0.225330257	748	FALSE	High	Master Protein	Q99733	NAP1L4	NA	73.267	50	15	39	14	375	42.8	4.69	515	15	NA	1	1	TRUE	6.704595566	6.593951225	6.320123672	6.54689455	6.355791569	6.770829201	6.627898693	6.836681366	6.575917244	6.836681366
	0.900377078	-0.06412077	5571	FALSE	High	Master Protein	Q96NT1	NAP1L5	0.002	5.196	11	2	2	2	182	19.6	4.21	23	2	NA	NA	1	TRUE	7.074676514	7.036723137	7.047669411	6.990954876	7.082149029	6.947198391	7.067165375	6.94251442	6.897240639	7.057450294
+	2.578273421	0.441539192	511	FALSE	High	Master Protein	P54920	NAPA	NA	91.746	66	17	40	13	295	33.2	5.36	551	17	19	4	1	TRUE	6.662490368	6.56985569	6.259272575	6.266786575	6.20163393	6.803485394	6.800899982	6.835418701	6.73470974	6.993221283
	1.042757104	0.155282784	1452	FALSE	High	Master Protein	Q9H115	NAPB	NA	46.705	32	8	16	4	298	33.5	5.47	340	8	14	NA	1	TRUE	6.153805256	6.063934326	5.820178986	5.909293175	5.744161129	6.083213329	6.072534561	6.070389271	6.040015697	6.20163393
	1.272997829	0.478695965	1543	FALSE	High	Master Protein	Q99747	NAPG	NA	44.685	56	14	23	14	312	34.7	5.41	184	14	14	NA	1	TRUE	8.083745003	7.946613789	6.902073383	7.445428848	7.594697952	8.037272453	7.979568005	8.205060005	8.048213959	8.095924377
	0.792525693	0.120728111	4354	FALSE	High	Master Protein	Q9UHQ1	NARF	NA	11.431	11	4	8	4	456	51.1	7.08	62	4	NA	NA	1	TRUE	5.70043993	5.875288486	5.827818871	5.97269249	5.802193165	5.752213478	5.899659157	6.131342411	6.040015697	5.958842754
	1.318294681	0.271866608	1033	FALSE	High	Master Protein	O43776	NARS	NA	59.103	30	14	30	14	548	62.9	6.25	389	14	6	NA	1	TRUE	7.90508604	7.802193165	7.35314703	7.578938484	7.428779125	7.77412796	7.807998657	8.0328722	7.84611702	7.966361046
+	2.452729503	0.367292023	2915	FALSE	High	Master Protein	Q96I59	NARS2	NA	23.529	18	9	11	9	477	54.1	7.24	86	9	6	NA	1	TRUE	6.929554462	6.973840714	6.65678215	6.86046648	6.520422459	7.094869614	7.145677567	7.249824524	7.13031292	7.156841755
	0.075958063	-0.009431839	23	FALSE	High	Master Protein	P49321	NASP	NA	320.752	77	48	173	48	788	85.2	4.3	2520	48	NA	NA	1	TRUE	7.708049297	7.692790031	7.621319294	7.740792751	7.523561954	7.641690731	7.572131634	7.716990948	7.658925533	7.649615288
	0	NaN	6605	FALSE	High	Master Protein	P18440	NAT1	0.042	2.075	7	1	1	1	290	33.9	6.54	NA	1	10	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.644140474	0.071025848	2135	FALSE	High	Master Protein	Q9H0A0	NAT10	NA	33.93	14	12	16	12	1025	115.7	8.27	164	12	6	NA	1	TRUE	6.509379387	6.56833601	6.480588436	6.614709854	6.598424911	6.487036228	6.770829201	6.629356384	6.56833601	6.671010017
	2.144032915	0.130330276	1306	FALSE	High	Master Protein	Q8NEY1	NAV1	NA	50.641	13	18	22	18	1877	202.3	8.07	144	18	NA	NA	1	TRUE	6.303780556	6.305605888	6.205548763	6.246027946	6.163901329	6.318316936	6.394033909	6.394033909	6.325530529	6.444600582
	0	NaN	6761	FALSE	High	Master Protein	Q8IVL0	NAV3	0.058	1.818	3	4	4	4	2385	255.5	8.76	NA	4	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.876725835	0.211574459	2798	FALSE	High	Master Protein	Q8NCW5	NAXE	NA	24.796	34	8	20	8	288	31.7	7.66	90	8	5	NA	1	TRUE	7.286326885	7.341629982	7.253611088	7.423746109	6.769507408	7.396605015	7.239359856	7.470862389	7.478971958	7.54689455
	0.953071382	0.160209751	2417	FALSE	High	Master Protein	A2RRP1	NBAS	NA	29.697	6	12	17	12	2371	268.4	5.96	91	12	5	NA	1	TRUE	6.131342411	6.104336739	5.708738804	5.773468971	5.970393658	6.151777744	6.061776161	6.137503624	6.008988857	6.129282951
	0.820553822	-0.233650303	4829	FALSE	High	Master Protein	A0A0U1RRE5	NBDY	0.001	8.748	65	3	9	3	68	7	9.42	24	3	NA	NA	1	TRUE	4.465974331	4.523561954	4.649615288	4.087462902	4.399170876	4.536052704	4.145677567	4.061776161	3.877744198	4.336283207
	0.710916733	-0.148543262	4240	FALSE	High	Master Protein	Q8NFP9	NBEA	NA	12.125	4	8	11	6	2946	327.6	6.18	72	8	NA	NA	1	TRUE	6.68369627	6.780047417	6.51727581	6.47573328	6.946029186	6.41447401	6.480588436	6.693487167	6.416164398	6.655351639
	0.847363862	0.225981236	463	FALSE	High	Master Protein	O60934	NBN	NA	96.811	40	23	40	23	754	84.9	6.9	325	23	40	NA	1	TRUE	6.669593811	6.571373463	5.995484352	6.388878345	6.213347435	6.397460938	6.598424911	6.774786949	6.503030777	6.694880009
	0	NaN	5719	FALSE	High	Master Protein	Q14596	NBR1	0.003	4.675	4	3	3	3	966	107.3	5.12	32	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	1.121333469	0.130250645	4106	FALSE	High	Master Protein	P61601	NCALD	NA	13.051	25	5	8	3	193	22.2	5.35	83	5	7	NA	1	TRUE	6.911691666	6.770829201	6.793115616	6.639521599	6.623515606	6.95186758	6.88508606	6.956521511	6.813781261	6.782670498
	0.054892414	-0.005086517	2185	FALSE	High	Master Protein	P13591	NCAM1	NA	33.143	13	9	13	9	858	94.5	4.87	182	9	22	NA	1	TRUE	6.599912643	6.523561954	6.459431648	6.5834589	6.540709496	6.512542725	6.5834589	6.57440424	6.46434164	6.54689455
	2.029309463	0.301679802	192	FALSE	High	Master Protein	Q15021	NCAPD2	NA	145.114	35	38	60	38	1401	157.1	6.61	540	38	5	NA	1	TRUE	6.99887228	7.118941307	6.795714855	6.902073383	6.78398037	7.212374687	7.014578342	7.291861534	7.19770813	7.391458511
	0.977674056	0.240499496	1352	FALSE	High	Master Protein	P42695	NCAPD3	NA	49.257	11	14	22	14	1498	168.8	7.5	142	14	5	NA	1	TRUE	5.095924377	4.906890392	4.97269249	5.18189764	4.523561954	5.19770813	4.94016695	5.153805256	5.336283207	5.255500793
	0.655365081	0.120505428	390	FALSE	High	Master Protein	Q9BPX3	NCAPG	NA	104.973	29	23	46	23	1015	114.3	5.59	423	23	5	NA	1	TRUE	6.997744083	7.092757225	6.73606348	6.893604755	6.639521599	6.949534893	6.925999641	7.073606014	6.92243576	7.090641975
	0.58262283	0.171396637	2425	FALSE	High	Master Protein	Q86XI2	NCAPG2	NA	29.576	13	12	14	12	1143	130.9	6.87	119	12	6	NA	1	TRUE	6.748192787	6.816343784	6.510962009	6.891176224	6.114783287	6.782670498	6.73470974	6.815063	6.765534878	6.840463161
	1.413368282	0.24973526	552	FALSE	High	Master Protein	Q15003	NCAPH	NA	87.624	39	23	35	23	741	82.5	5.06	480	23	5	NA	1	TRUE	6.323730469	6.13339901	5.9331007	6.345183372	6.057450294	6.20163393	6.336283207	6.563768387	6.451210976	6.488643646
+	3.286429617	0.866190624	5716	FALSE	High	Master Protein	Q6IBW4	NCAPH2	0.003	4.677	3	2	2	2	605	68.2	4.74	59	2	5	NA	1	TRUE	6.203592777	6.34695673	5.678071976	5.640967846	6.121015549	6.752213478	6.818901539	6.908092499	6.765534878	7.076815605
+	1.792000469	0.425283337	384	FALSE	High	Master Protein	Q09161	NCBP1	NA	105.642	36	23	59	23	790	91.8	6.43	610	23	61	NA	1	TRUE	7.334496975	7.193771839	6.663913727	6.730639935	6.762880325	7.281698227	7.381975651	7.387155533	7.301038742	7.460251331
	0.739070111	0.244151878	4873	FALSE	High	Master Protein	P52298	NCBP2	0.001	8.476	24	5	9	5	156	18	8.21	62	5	61	NA	1	TRUE	7.495854855	7.418695927	7.17392683	7.521207809	6.646738529	7.572131634	7.375908375	7.572131634	7.491853237	7.465158463
	0	NaN	6984	FALSE	High	Master Protein	Q69YL0	NCBP2AS2	0.091	1.48	23	2	2	2	99	10.9	12	27	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
